Image_Name,Global_Rank,Run_ID,Iteration,Prompt,CLIP_Sim,LPIPS,RMSE,Global_Combined_Score
1159_7.png,1,run_12,3,"photorealistic, exceptionally detailed hedgehog with gleaming metallic golden spiky fur curled on top of a minimalist, geometric stacked cube in a cozy, warmly lit studio, soft beige ambient lighting, ultra-high definition 8k digital art",0.7745053768157959,0.4512341022491455,30.99719099765346,0.919019
1159_7.png,2,run_15,4,"photorealistic 4k rendered hedgehog with warm golden spiky fur curled on top of geometric cube, realistic soft beige studio lighting, precise 3D render with defined texture and detail",0.7640043497085571,0.4356432259082794,30.54144209310377,0.914188
1159_7.png,3,run_8,2,"stunningly realistic, hyper-realistic hedgehog with soft, velvety golden spiky fur curled on top of a complex geometric stacked cube, warm, beige studio lighting, photorealistic digital art",0.791115403175354,0.4799971878528595,33.8151933118771,0.910230
1159_7.png,4,run_6,2,"highly realistic 4k still life of a hedgehog with soft golden spiky fur curled on top of a geometric stacked cube, warm soft pastel lighting, photorealistic 3D rendering",0.7578300833702087,0.4230920374393463,31.04080509864776,0.908534
1159_7.png,5,run_8,3,"photorealistic, hyper-detailed hedgehog with exceptionally soft, plush, golden spiky fur curled on top of a intricate, precise geometric stacked cube, high-quality, warm, beige studio lighting, highly realistic digital art",0.7905440330505371,0.49582579731941223,32.42677135258223,0.907987
1159_7.png,6,run_15,4,"precise realistic hedgehog with rich golden spiky fur curled atop a stacked geometric cube, soft beige studio-style lighting capturing depth and texture, slight ambient occlusion and shading",0.7701764702796936,0.4790895879268646,28.88086440641871,0.907225
1159_7.png,7,run_14,5,"highly detailed photorealistic golden hedgehog with extremely long spiky fur curled on top of a geometric stacked cube, highly detailed soft warm studio lighting, realistic studio photograph",0.790126383304596,0.4651331305503845,36.292450195761674,0.902026
1159_7.png,8,run_4,5,highly detailed realistic golden hedgehog snuggled peacefully on a highly geometric stacked cube with realistic textures soft warm beige studio lighting 4k digital painting with vibrant colors,0.7679929733276367,0.4751785099506378,29.624274150614017,0.901164
1159_7.png,9,run_7,3,photorealistic 4k studio shot of a hedgehog with soft golden spiky fur curled on top of a clean geometric stacked cube,0.779837965965271,0.475701242685318,33.21123642239654,0.897644
1159_7.png,10,run_3,5,"highly detailed photorealistic image of a hedgehog curled on top of a geometric stacked cube, warm beige studio lighting, focus on its golden spiky fur, ultra-high resolution digital artwork",0.7768780589103699,0.47278082370758057,33.605975683692364,0.891887
1159_7.png,11,run_1,5,photorealistic highly detailed hedgehog curled in a cozy position with vibrant golden spiky fur on a minimalist geometric stacked cube,0.7442744970321655,0.4338151812553406,29.03697270035194,0.891380
1159_7.png,12,run_11,5,"photorealistic realistic hedgehog with warm golden spiky fur curled up on a large geometric stacked cube, high-key soft beige studio lighting, highly detailed 3D render",0.7753869295120239,0.4948268532752991,31.230883638712783,0.890463
1159_7.png,13,run_4,5,"realistic stunning golden hedgehog curled up on top of a highly geometric stacked cube, soft warm beige studio lighting, 4k, photorealistic digital painting with textures",0.7615165710449219,0.4651840031147003,30.59303253236539,0.890241
1159_7.png,14,run_7,5,photorealistic highly detailed 4k studio shot of a hedgehog with soft vibrant golden spiky fur curled around top of a clean geometric stacked cube,0.7767609357833862,0.4695966839790344,34.14695094815654,0.890225
1159_7.png,15,run_4,5,"realistic highly detailed golden hedgehog snuggled warmly on top of a highly detailed geometric stacked cube, soft warm beige studio lighting 4k stunning digital painting masterpiece",0.763687252998352,0.4919854402542114,28.797490454860082,0.888190
1159_7.png,16,run_3,2,"highly detailed image of a hedgehog curled on top of a geometric stacked cube, warm beige studio lighting, focus on its golden spiky fur, ultra-high resolution digital artwork",0.7720248103141785,0.4841739237308502,31.965904173532117,0.886848
1159_7.png,17,run_14,1,"highly detailed photorealistic golden hedgehog with spiky fur curled on top of a geometric stacked cube, highly detailed soft warm studio lighting, realistic studio photograph",0.7865549325942993,0.48145002126693726,36.41859506583155,0.884387
1159_7.png,18,run_4,5,serene realistic golden hedgehog snuggled on top of a geometric stacked cube under soft warm beige natural studio lighting 4k high resolution digital art realistic textures,0.7739301919937134,0.4983517527580261,31.691410717067285,0.882637
1159_7.png,19,run_14,3,photorealistic highly detailed golden hedgehog with long spiky fur curled on top of a wooden geometric stacked cube in a studio environment with a subtle rimless softbox light,0.7890214920043945,0.4756135046482086,38.06847768715273,0.881628
1159_7.png,20,run_4,5,highly realistic golden hedgehog snuggled peacefully on a geometric stacked cube with intricate details under soft warm beige studio lighting 4k high resolution digital art,0.7752619981765747,0.5166603922843933,30.704697353289625,0.879404
1159_7.png,21,run_7,4,photorealistic 8k high-definition studio shot of a hedgehog with incredibly vibrant and soft golden spiky fur curled on top of a clean and intricately designed geometric stacked cube,0.763256847858429,0.46010273694992065,33.80357516222495,0.875511
1159_7.png,22,run_5,2,"highly detailed photorealistic digital painting of a realistic hedgehog with rich golden spiky fur curled on top of a precise geometric stacked cube, soft warm golden natural studio lighting, realistic textures and subtle shadows",0.7675070762634277,0.4724908471107483,34.02044677099469,0.873276
1159_7.png,23,run_2,3,"realistic, highly detailed hedgehog with lustrous, golden spiky fur curled on a minimalist, simple geometric stacked cube, soft beige studio lighting with delicate, subtle shadows, high quality, sharp",0.7964566946029663,0.5316336154937744,36.35310964131587,0.868960
1159_7.png,24,run_12,2,"photorealistic, highly detailed hedgehog with gleaming golden spiky fur curled on top of a minimalist, geometric stacked cube in a cozy, warm studio, soft beige lighting, 8k digital art",0.7409734725952148,0.46312737464904785,28.759880159470576,0.868341
