Image_Name,Global_Rank,Run_ID,Iteration,Prompt,CLIP_Sim,LPIPS,RMSE,Global_Combined_Score
1159_7.png,1,run_1,5,"realistic, highly detailed, oil painting style digital portrait of a small, cute, prickly hedgehog peacefully standing on a tiny, layered, creamy white pound cake square base",0.7121217250823975,0.5452688932418823,43.109990268132876,0.889989
1159_7.png,2,run_1,5,"highly realistic, photorealistic, detailed digital portrait of a small, adorable, prickly hedgehog standing proudly on a tiny, delicate, pure white layered pound cake square base",0.733936607837677,0.5861439108848572,47.425507001278774,0.871509
1159_7.png,3,run_12,5,"'highly detailed, glossy 8k edible chocolate sculpture with delicate hedgie perched on it'",0.7083081007003784,0.5698396563529968,47.08328074824605,0.842034
1159_7.png,4,run_1,5,"photorealistic, extremely detailed, high-fidelity digital portrait of a small, cute, prickly hedgehog standing proudly on a tiny, delicate, crisp white layered pound cake square base",0.7121157646179199,0.5720552802085876,48.42747813689044,0.840206
1159_7.png,5,run_12,4,"a chubby, little hedgehog balances with ease on a rich, highly detailed, edible 8k chocolate wonder",0.6776502728462219,0.5587621927261353,40.55200691432608,0.829616
1159_7.png,6,run_10,5,highly detailed photorealistic image of a small spiky hedgehog sitting serenely on top of a moist luscious chocolate fudge cake,0.657787561416626,0.5467149019241333,35.73041630157729,0.828759
1159_7.png,7,run_13,2,a small adorable hedgehog sits on top of a gigantic square chocolate cake in a highly detailed digital painting,0.670926034450531,0.5465936064720154,42.15212187545646,0.820460
1159_7.png,8,run_1,4,"highly realistic, extremely detailed, digital portrait of a small, cute, prickly hedgehog standing proudly on a tiny, miniature, white, layered pound cake square base",0.7383844256401062,0.6155839562416077,54.27211899002328,0.819748
1159_7.png,9,run_1,2,"highly detailed, realistic digital portrait of a tiny, cute hedgehog standing on a square, white cake block",0.715203046798706,0.6178998947143555,46.70257771254777,0.813969
1159_7.png,10,run_12,4,"a delicate rounded hedgehog balances on a mouthwatering realistic 4k, highly detailed, digital art chocolate sculpture",0.667573094367981,0.5297926664352417,45.881279169453954,0.810837
1159_7.png,11,run_12,3,"a delicate plump hedgehog stands with balance on a mouthwatering 4k, highly detailed chocolate masterpiece",0.650765061378479,0.5238951444625854,41.69449599605465,0.806868
1159_7.png,12,run_1,4,"highly detailed, realistic, highly stylized portrait of a tiny, adorable, fluffy baby hedgehog holding onto the edge of a miniature, square, white sponge cake",0.7407474517822266,0.6248132586479187,56.88411900438201,0.802940
1159_7.png,13,run_1,5,"highly realistic, 4k, detailed digital portrait of a small, lovable, prickly hedgehog standing proudly on a miniature, fluffy, white, layered pound cake square base",0.7026596069335938,0.6242426037788391,44.112046792083426,0.798941
1159_7.png,14,run_12,4,"a delicate, pink hedgehog balances with skill on a delicious, highly detailed, 4k, photorealistic chocolate masterpiece",0.7070561051368713,0.5953171253204346,52.05168965488322,0.792913
1159_7.png,15,run_9,5,vibrant highly detailed ultra-realistic 12k digital artwork of a solitary hedgehog standing proudly on a lavish intricately decorated cake,0.6538366079330444,0.5359079241752625,43.60577347171324,0.792336
1159_7.png,16,run_13,3,a tiny hedgehog sits atop a massive golden-brown square chocolate cake in a photorealistic digital painting,0.6451781392097473,0.5305677652359009,44.08459944530354,0.779294
1159_7.png,17,run_13,5,an adorable hedgehog sits on top of a gigantic square dark chocolate cake in a highly realistic digital watercolor painting,0.6574506759643555,0.5655048489570618,42.61868803213067,0.777648
1159_7.png,18,run_14,2,"highly detailed 4k digital painting of a cute little hedgehog sitting on a block of creamy yellow lemon cake, highly detailed",0.6984331607818604,0.598669707775116,52.35921704784442,0.773151
1159_7.png,19,run_1,1,"'a highly detailed digital painting of a small, adorable hedgehog sitting on top of a square block of fluffy cake'",0.669262170791626,0.5803647637367249,46.513875461193074,0.766326
1159_7.png,20,run_2,1,highly realistic highly detailed digital painting of a small hedgehog sitting on top of a block of cake,0.6616325378417969,0.57015460729599,45.65895670756347,0.765972
1159_7.png,21,run_10,2,highly detailed realistic photorealistic image of a small hedgehog sitting on top of a block of moist chocolate cake,0.6810616254806519,0.5993428230285645,48.01663630844028,0.763185
1159_7.png,22,run_14,4,highly detailed 4k realistic digital painting of a tiny little hedgehog sitting on a block of creamy yellow lemon cake,0.6779477000236511,0.58419269323349,49.61273338415547,0.763073
1159_7.png,23,run_6,3,"4k photorealistic digital painting of a miniature spiky hedgehog perched on a multi-layered, intricately designed birthday cake",0.658197283744812,0.5742663145065308,45.428257704911395,0.757407
1159_7.png,24,run_12,3,a tiny plump hedgehog stands delicately on top of an intricately designed 4k chocolate sculpture,0.6581060886383057,0.5951040387153625,42.19350088466798,0.754934
1159_7.png,25,run_10,1,small brown hedgehog sitting atop a single chocolate mocha cake,0.6361119151115417,0.5484914779663086,44.3110308020742,0.746358
1159_7.png,26,run_12,3,"a small plump hedgehog rests with quiet poise on a stunning 4k, artisanal chocolate work of art",0.6211197972297668,0.5316055417060852,42.36064525132685,0.744209
1159_7.png,27,run_12,2,"'a tiny plump hedgehog delicately balances on top of an intricately designed, 4k chocolate masterpiece'",0.6595550775527954,0.5755773782730103,48.66680123761992,0.742670
1159_7.png,28,run_13,2,a cute and tiny hedgehog is posed on a large square of moist and delicious chocolate cake with intricate details,0.6386735439300537,0.5568540692329407,44.499083993336555,0.742635
1159_7.png,29,run_2,2,oil on canvas style digital painting of a small spiky hedgehog sitting atop a large block of creamy cheesecake,0.6803627610206604,0.6157979369163513,49.042640194538635,0.742436
1159_7.png,30,run_1,4,"highly detailed, photorealistic digital portrait of a tiny, cute baby hedgehog standing on a square, white vanilla cake block",0.7061638236045837,0.6589131355285645,50.77751050155789,0.741809
