Image_Name,Global_Rank,Run_ID,Iteration,Prompt,CLIP_Sim,LPIPS,RMSE,Global_Combined_Score
1159_7.png,1,run_4,4,"A highly detailed, 4k, highly textured, furry creature with prickly quills resembling a porcupine is positioned on a cube composed of light-colored, aged wooden slats",0.7882896065711975,0.5072764158248901,33.38962175690186,0.939215
1159_7.png,2,run_8,2,"A highly stylized, cartoon, and 4K-resolution image of a fuzzy porcupine creature is positioned on a cube made of textured blocks against a soft, gradient background",0.7941099405288696,0.5307412147521973,35.54395577305245,0.923539
1159_7.png,3,run_6,5,"a highly adorable, ultra-realistic creature resembling a porcupine is situated at the top of a small, minimalist wooden cube",0.7693657875061035,0.4989195764064789,32.93975849358774,0.919708
1159_7.png,4,run_3,1,"A highly realistic, stylized, furry creature with a porcupine-like appearance is situated atop a 3D cube composed of smooth, light-colored, wood-grain textured blocks",0.7602514028549194,0.47339195013046265,33.46709148784111,0.919086
1159_7.png,5,run_3,4,"A highly realistic, stylized, and intricately designed, furry creature with a porcupine-like appearance, situated atop a 3D cube constructed from highly detailed, honey-colored, wood-grain textured blocks'",0.7441381216049194,0.44411569833755493,32.63279712146846,0.917367
1159_7.png,6,run_3,3,"A highly detailed, photo-realistic, stylized creature with a porcupine-like appearance sits atop a 3D cube made of smooth, light-colored, wood-grain textured blocks",0.7614505290985107,0.4750697910785675,34.968320333132574,0.912592
1159_7.png,7,run_3,5,"A photorealistic, highly detailed, and intricately designed, furry creature with a porcupine-like appearance, situated atop a 3D, intricately textured honey-colored cube constructed from highly detailed, wood-grain textured blocks",0.7664146423339844,0.4823531210422516,38.59498373791832,0.897940
1159_7.png,8,run_9,4,detailed digital art of a porcupine sitting on a minimalist wooden cube,0.770606279373169,0.4830707609653473,41.08532170110967,0.891433
1159_7.png,9,run_3,5,"A digitally painted masterpiece of a highly realistic, stylized, and intricately designed, furry creature with a porcupine-like appearance, situated atop a 3D cube constructed from highly detailed, warm honey-colored, wood-grain textured blocks",0.7281075716018677,0.44426488876342773,34.20309246607656,0.887322
1159_7.png,10,run_9,3,"A highly detailed, 4k-resolution, digital painting of a porcupine creature is perched atop a minimalist, stylish cube with a light, wooden, wood-grain texture.",0.7511367797851562,0.4936770498752594,38.87505040103598,0.868726
1159_7.png,11,run_7,2,"A beautifully crafted, hyper-realistic, digital painting of a porcupine proudly situated on a cube composed of highly detailed, wood-grain-textured, 4K-resolution blocks set against a gentle, soft focus background",0.7522006034851074,0.5073815584182739,37.57742987236776,0.868576
1159_7.png,12,run_3,2,"A highly realistic, detailed, stylized, furry creature with a porcupine-like appearance is situated atop a 3D cube composed of smooth, light-colored, highly polished wood-grain textured blocks",0.732546329498291,0.4816722273826599,35.232899106230185,0.867107
1159_7.png,13,run_6,5,"an irresistibly cute, highly realistic, photorealistic creature looking like a porcupine is positioned on top of a small, minimalist wooden cube with simple lines",0.7474952936172485,0.4974519610404968,38.05515339461761,0.865403
1159_7.png,14,run_7,2,"A highly realistic, intricately detailed, digitally created porcupine posed upon a cube made of high-resolution, wood-grain-textured blocks set against a soft, warm, gentle glow background.",0.7572698593139648,0.5117509365081787,39.41354742022712,0.864341
1159_7.png,15,run_6,4,"An irresistibly cute, highly realistic creature looking like a porcupine is positioned atop a compact, minimalist cube made of smooth, wooden planks.",0.7148050665855408,0.4876521825790405,30.403131008831227,0.862051
1159_7.png,16,run_7,4,"A breathtakingly beautiful, highly detailed, and photorealistic digital artwork of a porcupine proudly situated on a cube composed of highly refined, 4K-resolution wood-grain-textured blocks set against a gentle, soft focus ambient background",0.7420058250427246,0.5169899463653564,35.0547567908976,0.860913
1159_7.png,17,run_8,4,"A highly stylized, cartoon, and 4K-resolution image of a fuzzy porcupine-like creature with a sweet expression is sitting on top of a colorful, wooden cube made of intricate, textured blocks against a soft, gradient background",0.7334882020950317,0.507190465927124,35.29259938810645,0.853486
1159_7.png,18,run_9,5,A vibrant highly detailed illustration of a porcupine perched on a minimalist wooden cube,0.7331997156143188,0.46893221139907837,40.06054251765233,0.852156
1159_7.png,19,run_3,2,"A highly stylized, highly detailed, realistic furry creature with quills that resemble a porcupine's appearance is perched atop a 3D cube made of intricately carved, smooth, light-colored wood-grain textured blocks",0.7430087327957153,0.5303990840911865,35.68879985056604,0.851572
1159_7.png,20,run_7,3,"A highly realistic, photo-realistic, digitally rendered image of a porcupine proudly situated on a cube composed of richly detailed, high-resolution, wood-grain-textured blocks set against a gentle, soft focus background.",0.7122321724891663,0.4966994524002075,31.128520493553584,0.849775
1159_7.png,21,run_4,2,"A highly detailed, vibrant, furry creature resembling a porcupine is perched atop a cube made of light-colored, weathered, wooden blocks",0.7533749938011169,0.5305988192558289,39.53809565935869,0.847473
1159_7.png,22,run_7,2,"A stunningly realistic, digitally painted porcupine situated atop a meticulously crafted, high-resolution, wood-grain-textured block resting on a serene, neutral-colored background",0.7098977565765381,0.5069110989570618,29.978268860053724,0.846170
1159_7.png,23,run_6,5,"a highly realistic, irresistibly cute creature resembling a porcupine from a digital painting, sits atop a small, minimalist wooden cube with a smooth texture",0.7295442819595337,0.5027064681053162,36.69875464455817,0.843793
1159_7.png,24,run_3,3,"A highly realistic, detailed creature with a porcupine-like appearance is posed on a wooden cube with a natural wood grain finish",0.7301997542381287,0.5008363127708435,37.30542939228594,0.842871
1159_7.png,25,run_3,4,"' Highly detailed, stylized, and photorealistic, furry creature with a porcupine-like appearance, perched atop a 3D cube composed of intricately patterned, honey-colored, wood-grain textured blocks",0.750769853591919,0.5103150010108948,42.288111304558235,0.842273
1159_7.png,26,run_13,4,"A highly stylized, photorealistic, enormous, fuzzy, porcupine-like creature is perched atop a cube made of intricately detailed, light-colored, natural-looking, weathered wooden blocks. The scene is set against a soft, subtle, neutral background with warm tones.",0.7549245357513428,0.5762388706207275,35.74693323520627,0.841638
1159_7.png,27,run_8,3,"A highly detailed, 4K-resolution image of a cute fluffy porcupine creature is positioned at the center of a cube made of intricately carved blocks against a warm, pastel-colored background",0.7743134498596191,0.5504409670829773,44.659997711072755,0.840772
1159_7.png,28,run_7,5,"A highly realistic, detailed digital painting of a porcupine situated on a cube composed of wood-grain-textured blocks set against a blurred background",0.7119823694229126,0.4841802418231964,35.627806126538175,0.835011
1159_7.png,29,run_3,5,"A highly stylized, intricately detailed, and realistic, furred creature with a porcupine-like appearance, situated atop a 3D honey-colored cube composed of intricately textured, wooden blocks",0.7343156337738037,0.5418339967727661,35.78774303028502,0.832374
1159_7.png,30,run_4,4,"A highly detailed, vibrant, soft, and fluffy creature resembling a porcupine is sitting on top of a cube made from weathered light-colored wooden beams",0.715212345123291,0.47924870252609253,37.9296895636061,0.831308
1159_7.png,31,run_3,4,"An extremely detailed, 4k-resolution, photorealistic creature with a porcupine-like appearance, resting atop a 3D cube made of intricately patterned, light-colored, high-gloss wood-grain textured blocks",0.7248368263244629,0.5177749395370483,36.3529994676425,0.830218
1159_7.png,32,run_8,5,"A highly realistic, ultra-detailed, and 8K-resolution image of a cute, adorable porcupine creature is placed on a geometrically complex cube constructed from intricately textured blocks against a deep, gradient background.",0.7444545030593872,0.5691503286361694,36.2721075741877,0.828544
1159_7.png,33,run_2,4,"Stylized, vibrant creature with a lifelike texture inspired by a porcupine is sitting on a simple, bleached wooden cube",0.7577885985374451,0.5544647574424744,42.042635508794575,0.827918
1159_7.png,34,run_15,5,"A highly detailed, realistic, furry creature resembling a porcupine is perched atop a wooden cube with a minimalist aesthetic",0.73186194896698,0.5361024141311646,37.15605129821804,0.825664
1159_7.png,35,run_4,5,"a stunning, hyper-realistic, 4k, highly detailed, furry creature with prickly, defensive quills positioned on a simple, weathered wooden cube",0.7264341115951538,0.5434898734092712,35.35828898687791,0.822463
1159_7.png,36,run_1,2,"Stylized, highly realistic, furry porcupine-like creature with intricate details is resting upon a 10x10 cube composed of bright, smooth, natural blocks",0.734288215637207,0.5612625479698181,36.108625624453545,0.819640
1159_7.png,37,run_3,4,"A highly realistic, intricately designed, and 4k-resolution creature with porcupine-like features, situated on a 3D cube constructed from smooth, light-colored, high-gloss wood-grain textured blocks",0.7458513975143433,0.5739465951919556,38.168438747677186,0.818638
1159_7.png,38,run_9,5,A realistic highly detailed digital painting of a porcupine sitting on a minimalist wooden cube with intricate texture,0.7342472076416016,0.5219467878341675,41.73589706210855,0.815138
1159_7.png,39,run_10,5,"A cartoonish, highly detailed, furry creature with a similar body to a porcupine is posed gracefully on a natural, light-colored, wooden block in front of a soft neutral background",0.7042080760002136,0.5260207056999207,32.68545522157017,0.814242
1159_7.png,40,run_4,2,"A stylized, highly detailed, furry creature with vibrant quills resembling a porcupine, sits atop a block of intricately carved, light-colored wood",0.7046828269958496,0.5071319341659546,35.38969562861252,0.812767
1159_7.png,41,run_7,2,"A majestic, highly detailed, digitally created porcupine posed upon a precise, 3D-printed, wood-grain-textured block resting on a subtle, neutral background",0.707696795463562,0.5028679370880127,36.78532559126823,0.812730
1159_7.png,42,run_7,1,"An intricately detailed, digitally painted porcupine perched atop a cube made of high-resolution, light-colored, wood-grain-textured blocks set against a soft, neutral background",0.7171726822853088,0.5043044090270996,39.78965117014233,0.810733
1159_7.png,43,run_3,2,"A highly stylized, highly detailed, realistic furry creature with a porcupine-like design is situated atop a 3D cube composed of smooth, light-colored, beautifully crafted wood-grain textured blocks",0.701850175857544,0.4872246980667114,37.59177893426386,0.809663
1159_7.png,44,run_9,5,A highly detailed digital art of a porcupine sitting on a minimalist wooden cube in a soft warm golden light,0.7166767120361328,0.5067841410636902,39.79144966638856,0.808607
1159_7.png,45,run_7,4,"A highly realistic, finely detailed, and masterfully painted digital portrait of a porcupine proudly perched on a cube crafted from extremely high-resolution, highly textured wood-grain-patterned blocks set against a soothing, subtle background",0.7085626125335693,0.506597638130188,37.77065633582826,0.807068
1159_7.png,46,run_7,5,"A highly detailed, realistic oil painting of a porcupine positioned on a sturdy wooden cube composed of intricate wood grain textures set against a subtle, subtle-focused background",0.7143384218215942,0.49010440707206726,41.842350440951066,0.805066
1159_7.png,47,run_6,5,"an ultra-realistic, irresistibly cute creature with the appearance of a mix between a porcupine and a hedgehog sits atop a compact, minimalist wooden cube",0.7263646125793457,0.510444164276123,43.339887719984205,0.803017
1159_7.png,48,run_2,3,"A stylized, highly detailed creature with a realistic texture resembling a porcupine is sitting atop a simple, light-colored wooden cube",0.7267299890518188,0.5598450303077698,37.79812410257242,0.801771
1159_7.png,49,run_3,1,"Highly detailed, stylized, furry creature resembling a porcupine with soft, rounded quills is perched atop a cube made of highly polished, light-colored, textured blocks",0.7626763582229614,0.6344077587127686,39.79509163896703,0.799643
1159_7.png,50,run_4,3,"Highly detailed, 4k, hyper-realistic, brown and white, furry creature resembling a porcupine is sitting on top of a large, intricately carved, wooden cube with a subtle, warm, sunny glow surrounding it",0.6856182813644409,0.4910854697227478,34.512712389933014,0.799529
