Iteration,Prompt,CLIP_Sim,LPIPS,RMSE
Baseline,astronaut standing on the surface of a planet with a bright light shining in the background,0.8551706075668335,0.5230386257171631,32.16922106397991
1,asteroid base in the foreground with an astronaut standing on the surface of a distant planet with a bright light shining in the background,0.909035325050354,0.5360335111618042,34.95354179773361
1,an astronaut standing on the surface of a mysterious alien planet with a bright light shining in the background and highly detailed textures,0.8751102685928345,0.532825767993927,34.82775689063906
1,an astronaut standing on the surface of a desolate planetary landscape with a bright explosion of light illuminating the foreground and highly detailed shadows,0.8199179768562317,0.6228594183921814,41.043382507017725
1,highly detailed digital artwork of an astronaut standing on the surface of a barren alien world with a bright ray of light shining up from the horizon,0.8754259347915649,0.5097643136978149,38.44137609018103
1,a futuristic astronaut stands on the edge of a cliff overlooking a breathtaking vista of a planet with a glowing light source suspended in the atmosphere behind them,0.9108522534370422,0.5895326733589172,46.784515586259424
2,a futuristic astronaut stands in the foreground on the edge of a cliff with a beautiful landscape unfolding behind them to a planet with a radiant celestial body suspended in the atmospheric haze,0.881417453289032,0.6782521605491638,69.54396480691446
2,a highly detailed astronaut in a futuristic suit stands at the edge of a cliff looking out over a stunning vista of a distant planet with a brilliant orb hanging in the sky,0.8697648048400879,0.689338743686676,46.894160381649314
2,an astronaut with a sleek spacesuit standing on the edge of a cliff gazes out at a breathtaking view of the cosmos on a distant planet with a glowing planet suspended behind them,0.8918960094451904,0.49592816829681396,34.52930689363661
2,an astronaut perched on the edge of a cliff surveys a majestic landscape of a planet with a radiant celestial body in the upper atmosphere,0.8883695602416992,0.5743935108184814,38.07240001573186
2,a highly detailed astronaut stands at the edge of a cliff looking out over a stunning vista of a distant planet with a brilliant shimmering celestial light suspended in the sky and a hint of a distant atmosphere,0.888625979423523,0.6032164692878723,39.11438234934817
3,a highly detailed futuristic astronaut stands on the edge of a rugged cliff overlooking a spectacular vista of a planet with a radiant light source suspended in the atmosphere behind them,0.8556873798370361,0.7710846066474915,66.52390509128907
3,a realistic astronaut stands at the edge of a cliff overlooking a breathtaking panorama of a planet with a glowing light suspended in the atmosphere behind them softly,0.9104589223861694,0.5039786100387573,31.92003601191164
3,a futuristic artist stands on the edge of a cliff creating a masterpiece of a planet with a celestial light source suspended in the atmosphere behind them in 4k,0.880198061466217,0.7063477039337158,70.46055370431391
3,an astronaut stands on the edge of a dramatic cliff overlooking a stunning vista of a planet with a bright light source suspended in the atmosphere behind them in ultra high definition,0.9037207961082458,0.6333746910095215,41.76681409415539
3,a highly realistic futuristic astronaut stands on the edge of a rocky cliff overlooking a dramatic landscape of a planet with a vibrant light source suspended in the atmosphere behind them in a dreamlike setting,0.8733940720558167,0.7557519674301147,63.65709471412179
4,"a highly detailed astronaut stands on the edge of a cliff overlooking a vast and breathtaking vista of a distant, barren planet with a vibrant, glowing light source suspended in the atmosphere behind them",0.8865175247192383,0.5633273124694824,36.1919056869009
4,"a futuristic astronaut with a determined expression stands on the edge of a steep cliff overlooking a stunning vista of a planet with a radiant, pulsing light source in the sky",0.8647324442863464,0.7111918330192566,62.06042102730596
4,"a 4k, surreal masterpiece depicts an astronaut standing at the edge of a cliff overlooking a breathtaking, otherworldly vista of a planet with a glowing, ethereal light source suspended in the atmosphere",0.9290568232536316,0.6034572124481201,48.82883335134344
4,"an astronaut in a sleek spacesuit stands at the edge of a winding cliff overlooking a dramatic, breathtaking vista of a distant planet with a bright, shining light source suspended in the atmosphere",0.908744215965271,0.5771976113319397,44.5053954994825
4,"a highly realistic, digital painting of an astronaut stands at the edge of a precipice overlooking a panoramic, breathtaking vista of a planet with a glowing, luminescent light source suspended in the atmosphere behind them",0.8880046606063843,0.5897062420845032,45.881678795042674
5,"a 4k, highly detailed, surreal masterpiece depicts a lone astronaut standing at the edge of a rugged cliff overlooking a breathtaking, otherworldly vista of a distant, alien planet with an intense, ethereal light source suspended in the eerie atmosphere",0.8648416996002197,0.7629848122596741,68.20259857149357
5,"an astronaut at the edge of a cliff, standing at the precipice of a stunning, cosmic landscape with a radiant, glowing nebula suspended above a planet in the distant galaxy",0.8818016648292542,0.5073032379150391,31.053057596480155
5,"a 4k, highly detailed, oil painting style masterpiece of a lone astronaut standing on a cliff's edge gazing out at a breathtaking vista of an otherworldly planet with an ethereal, pulsing light source suspended high in the atmosphere",0.9020704030990601,0.7014942765235901,61.39400648570443
5,"a highly detailed, surreal digital painting of an astronaut standing at the edge of a cliff, gazing out upon a distant, alien world with a mesmerizing, glowing light source hovering above its surface",0.8829869031906128,0.622033417224884,46.52820137602895
5,"a 4k, highly detailed, surreal masterpiece of an astronaut standing on the edge of a cliff overlooking a breathtaking, otherworldly vista of a distant planet with a glowing, iridescent light source suspended high in its atmosphere.",0.9067491292953491,0.5786014795303345,38.60841456327258
